name:ID,:LABEL
CƯỜNG DƯƠNG,DISEASESYMTOM
KHÓ TIÊU,DISEASESYMTOM
NHỊP TIM NHANH,DISEASESYMTOM
HẸP KHÍ QUẢN,DISEASESYMTOM
BỆNH VIÊM,DISEASESYMTOM
MÊ SẢNG,DISEASESYMTOM
TĂNG ÁP LỰC,DISEASESYMTOM
VIÊM AMIDAN,DISEASESYMTOM
CÓ ĐỜM XANH,DISEASESYMTOM
NHIỄM TRÙNG HUYẾT,DISEASESYMTOM
TIM THƯỜNG ĐẬP NHANH,DISEASESYMTOM
TỔN THƯƠNG PHỔI,DISEASESYMTOM
SƯNG MÍ MẮT,DISEASESYMTOM
KHỐI U,DISEASESYMTOM
TĂNG NHỊP TIM,DISEASESYMTOM
UNG THƯ ĐẠI TRÀNG,DISEASESYMTOM
NỔI MỀ ĐAY ĐỎ,DISEASESYMTOM
TRÀO NGƯỢC THỨC ĂN,DISEASESYMTOM
NỔI NGỨA,DISEASESYMTOM
NHỨT ĐẦU,DISEASESYMTOM
LIỆT VẬN ĐỘNG CHI,DISEASESYMTOM
MẮC BỆNH VẢY NẾN,DISEASESYMTOM
RÁT CỘM,DISEASESYMTOM
HIỆN ĐỐM ĐỎ,DISEASESYMTOM
ĐAU QUẶN,DISEASESYMTOM
MẤT KINH,DISEASESYMTOM
BỆNH LÝ TIỀN ĐÌNH,DISEASESYMTOM
SƯNG NƯỚU,DISEASESYMTOM
TĂNG MEN GAN,DISEASESYMTOM
RỐI LOẠN SẮC TỐ DA,DISEASESYMTOM
THỞ GẤP,DISEASESYMTOM
NGỦ KHÔNG NGON,DISEASESYMTOM
XƯỚC GIÁC MẠC,DISEASESYMTOM
TRỄ KINH,DISEASESYMTOM
BAN ĐỎ TRÓC VẢY,DISEASESYMTOM
VẾT RÁCH,DISEASESYMTOM
DỊ TẬT,DISEASESYMTOM
BẦM TÍM,DISEASESYMTOM
NỔI MẨM NGỨA,DISEASESYMTOM
ĐỐM TRẮNG,DISEASESYMTOM
LIPID MÁU,DISEASESYMTOM
THỞ MỆT,DISEASESYMTOM
TRIỆU CHỨNG MẨN ĐỎ,DISEASESYMTOM
MẤT TRI GIÁC,DISEASESYMTOM
XƠ PHỔI,DISEASESYMTOM
BIẾNG ĂN,DISEASESYMTOM
VẾT BỎNG,DISEASESYMTOM
NHỊP NHỈ NHANH,DISEASESYMTOM
THỊ LỰC GIẢM,DISEASESYMTOM
BỆNH CẢM,DISEASESYMTOM
THỞ NÔNG,DISEASESYMTOM
RỐI LOẠN CO THẮT,DISEASESYMTOM
ĂN KHÔNG TIÊU,DISEASESYMTOM
BỆNH TIÊU CHẢY,DISEASESYMTOM
TÊ RẦN,DISEASESYMTOM
NHIỄM NẤM,DISEASESYMTOM
SUY THOÁI,DISEASESYMTOM
SUY NHƯỢC,DISEASESYMTOM
UNG THƯ CỔ TỬ CUNG,DISEASESYMTOM
RỖNG TỦY SỐNG,DISEASESYMTOM
SỤT CÂN,DISEASESYMTOM
KHÓC KHÔNG RA NƯỚC MẮT,DISEASESYMTOM
PHỒNG ĐĨA ĐỆM,DISEASESYMTOM
HỘI CHỨNG KÍCH THÍCH,DISEASESYMTOM
KHÔ MẮT,DISEASESYMTOM
VẬT VÃ,DISEASESYMTOM
RỐI LOẠN CHỨC NĂNG CƯƠNG,DISEASESYMTOM
RỐI LOẠN ĐI CẦU,DISEASESYMTOM
KHÀN GIỌNG,DISEASESYMTOM
ĐAU MỎI CƠ,DISEASESYMTOM
PHÁT,DISEASESYMTOM
SƯNG MẮT,DISEASESYMTOM
NÓNG RÁT,DISEASESYMTOM
TÁI NHỢT,DISEASESYMTOM
KÉM ĂN,DISEASESYMTOM
UNG THƯ PHẾ QUẢN,DISEASESYMTOM
TÊ TAY PHẢI,DISEASESYMTOM
HỘI CHỨNG VIÊM,DISEASESYMTOM
TRONG MÁU,DISEASESYMTOM
NHẮM MẮT KHÓ,DISEASESYMTOM
TẮC TAI,DISEASESYMTOM
XUNG HUYẾT,DISEASESYMTOM
CỤC MÁU ĐÔNG,DISEASESYMTOM
SUY GIẢM Ý THỨC,DISEASESYMTOM
CÁU GẮT,DISEASESYMTOM
KÉN ĂN,DISEASESYMTOM
MẤT KHỨU GIÁC,DISEASESYMTOM
THAY ĐỔI VỊ GIÁC,DISEASESYMTOM
NG TẤY,DISEASESYMTOM
PHÌ ĐẠI,DISEASESYMTOM
COV-2,DISEASESYMTOM
BỆNH PHỔI NGHỀ NGHIỆP,DISEASESYMTOM
TỤ MÁU NÃO,DISEASESYMTOM
CHẢY NƯỚC MẮT,DISEASESYMTOM
VIÊM CẦU,DISEASESYMTOM
BỆNH ĐỘNG MẠCH VÀNH,DISEASESYMTOM
CHÁN NẢN,DISEASESYMTOM
RỐI LOẠN ĐIỆN GIẢI,DISEASESYMTOM
RUN TAY,DISEASESYMTOM
SỐT RÉT,DISEASESYMTOM
NGỨA KHẮP NGƯỜI,DISEASESYMTOM
BỆNH VIÊM DA CƠ ĐỊA,DISEASESYMTOM
BẦM MẮT,DISEASESYMTOM
PHÂN LIỆT,DISEASESYMTOM
SUY CHỨC NĂNG GIÁP,DISEASESYMTOM
SƯNG PHÙ MẶT,DISEASESYMTOM
SUY,DISEASESYMTOM
THỞ NGÁY,DISEASESYMTOM
XẸP PHỔI,DISEASESYMTOM
TĂNG CÂN,DISEASESYMTOM
BƯỚU SỢI,DISEASESYMTOM
CHẢY MŨI NƯỚC,DISEASESYMTOM
ĐAU MÌNH,DISEASESYMTOM
THIẾU NĂNG LƯỢNG,DISEASESYMTOM
RỐI LOẠN ĐÔNG CẦM MÁU,DISEASESYMTOM
NGỨA DA,DISEASESYMTOM
NỔI HẠCH NHẸ,DISEASESYMTOM
HƠI THỞ KHÒ KHÈ,DISEASESYMTOM
ÊM NHIỄM,DISEASESYMTOM
KHẠC ĐỜM,DISEASESYMTOM
RỐI LOẠN CƯƠNG,DISEASESYMTOM
THIỂU NĂNG TUẦN HOÀN NÃO,DISEASESYMTOM
Ì HƠI,DISEASESYMTOM
MÃN TÍNH,DISEASESYMTOM
DA SẠM,DISEASESYMTOM
SƯNG HÚP,DISEASESYMTOM
SƯNG HẠCH,DISEASESYMTOM
UỂ OẢI,DISEASESYMTOM
TỤ HUYẾT BẦM,DISEASESYMTOM
HAY QUÊN,DISEASESYMTOM
DA TẤY ĐỎ,DISEASESYMTOM
SUY TIÊU HÓA,DISEASESYMTOM
MẤT THỊ LỰC,DISEASESYMTOM
NGỨA ĐẦU,DISEASESYMTOM
STRESS,DISEASESYMTOM
ĐAU TAI,DISEASESYMTOM
CẢM SỐT,DISEASESYMTOM
BỆNH PHỔI,DISEASESYMTOM
HO CÓ ĐỜM,DISEASESYMTOM
NGẤT XỈU,DISEASESYMTOM
CÓ TIẾNG THỞ RÍT,DISEASESYMTOM
MỎI,DISEASESYMTOM
RỐI LOẠN THẦN KINH VẬN ĐỘNG,DISEASESYMTOM
VIÊM TUỶ,DISEASESYMTOM
BỆNH NƯỚU RĂNG,DISEASESYMTOM
SHOCK,DISEASESYMTOM
RỐI LOẠN CHỨC NĂNG GAN,DISEASESYMTOM
BỆNH XƠ NANG,DISEASESYMTOM
BỆNH ĐỘNG KINH,DISEASESYMTOM
KHAN TIẾNG,DISEASESYMTOM
CỨNG KHỚP,DISEASESYMTOM
KINH NGUYỆT KHÔNG ĐỀU,DISEASESYMTOM
THÂM NHIỄM,DISEASESYMTOM
VIÊM MỐNG,DISEASESYMTOM
NẶNG LỒNG NGỰC,DISEASESYMTOM
CHẢY NƯỚC VÀNG,DISEASESYMTOM
HO CÓ ĐÀM,DISEASESYMTOM
MƠ MÀNG,DISEASESYMTOM
CẢM GIÁC LẠNH,DISEASESYMTOM
HỘI CHỨNG NHIỄM LAO,DISEASESYMTOM
KHÓ NU,DISEASESYMTOM
LẠNH,DISEASESYMTOM
NÓNG LẠNH,DISEASESYMTOM
NẶNG TAI,DISEASESYMTOM
Ù TAI PHẢI,DISEASESYMTOM
MƯNG MỦ,DISEASESYMTOM
MỤN ĐỎ,DISEASESYMTOM
THIẾU HƠI,DISEASESYMTOM
RỐI LOẠN KINH NGUYỆT,DISEASESYMTOM
THAY ĐỔI CHU KỲ KINH NGUYỆT,DISEASESYMTOM
CHOÁNG ĐẦU,DISEASESYMTOM
RỐI LOẠN NGÔN NGỮ,DISEASESYMTOM
THĂNG BẰNG HƠI KÉM,DISEASESYMTOM
TẮC NGHẼN MẠCH MÁU,DISEASESYMTOM
LẠNH NGƯỜI,DISEASESYMTOM
PHÌ ĐẠI TẮC NGHẼN,DISEASESYMTOM
NHIỄM SẮC THỂ,DISEASESYMTOM
SỢ LẠNH,DISEASESYMTOM
BỆNH CHÀM,DISEASESYMTOM
NÓNG SỐT,DISEASESYMTOM
ÊM AMIDAN,DISEASESYMTOM
HỘI CHỨNG TRÀO NGƯỢC DẠ DÀY,DISEASESYMTOM
XÂY XẨM MẶT MÀY,DISEASESYMTOM
GÀU,DISEASESYMTOM
VIÊM NANG LÔNG,DISEASESYMTOM
VIÊM ĐA XOANG,DISEASESYMTOM
SUY NHƯỢC THẦN KINH,DISEASESYMTOM
NHỨC ĐỈNH ĐẦU,DISEASESYMTOM
TRÓC VẢY,DISEASESYMTOM
SƯNG HẠCH CỔ,DISEASESYMTOM
LỜ ĐỜ,DISEASESYMTOM
NG LƯỠI,DISEASESYMTOM
NHIỄM KHUẨN NGƯỢC DÒNG,DISEASESYMTOM
AU CƠ,DISEASESYMTOM
NỔI HỘT,DISEASESYMTOM
ĐAU SƯNG ĐỎ,DISEASESYMTOM
GIÃN ĐỒNG TỬ,DISEASESYMTOM
TÍNH,DISEASESYMTOM
ẢO GIÁC,DISEASESYMTOM
CHẬM TIÊU,DISEASESYMTOM
PHÙ MẠCH,DISEASESYMTOM
RỐI LOẠN ĐỘ TẬP TRUNG,DISEASESYMTOM
THOÁI HÓA ĐỐT,DISEASESYMTOM
SƯNG ĐỎ,DISEASESYMTOM
ĂN KHÔNG NGON,DISEASESYMTOM
CO CƠ,DISEASESYMTOM
HUYẾT ÁP TỤT,DISEASESYMTOM
CHỨNG Ợ NÓNG,DISEASESYMTOM
Ứ CHỨNG,DISEASESYMTOM
RUN RẨY,DISEASESYMTOM
NGỨA NỔI MỀ ĐAY,DISEASESYMTOM
MẮC BỆNH GAN,DISEASESYMTOM
CÁU KỈNH,DISEASESYMTOM
NÓNG RAN,DISEASESYMTOM
TEO,DISEASESYMTOM
VẾT LOÉT,DISEASESYMTOM
RỐI LOẠN VỀ CẢM GIÁC,DISEASESYMTOM
NỔI MỀ ĐAY ĐỎ NGỨA,DISEASESYMTOM
MẤT NĂNG LỰC HÀNH VI,DISEASESYMTOM
ĐẦY MẶT,DISEASESYMTOM
THỞ NHANH,DISEASESYMTOM
NẶNG CHÂN,DISEASESYMTOM
CÓ KINH,DISEASESYMTOM
GIẢM CẢM GIÁC,DISEASESYMTOM
TỔN THƯƠNG THẦN KINH,DISEASESYMTOM
MỆT,DISEASESYMTOM
SƯNG MỦ,DISEASESYMTOM
UNG THƯ THỰC QUẢN,DISEASESYMTOM
CẬN THỊ,DISEASESYMTOM
HAY HO,DISEASESYMTOM
BONG TRÓC,DISEASESYMTOM
NHỊP TIM CHẬM,DISEASESYMTOM
HỤT HƠI,DISEASESYMTOM
TĂNG TIẾT NƯỚC BỌT,DISEASESYMTOM
HẮT XÌ HƠI,DISEASESYMTOM
RỐI LOẠN ĐI TIÊU,DISEASESYMTOM
THIẾU OXY,DISEASESYMTOM
ÁC MỘNG,DISEASESYMTOM
VIÊM MÀNG PHỔI,DISEASESYMTOM
CÓ BỆNH,DISEASESYMTOM
HỘI CHỨNG DOWN,DISEASESYMTOM
ĐỎ BỪNG MẶT,DISEASESYMTOM
38.5,DISEASESYMTOM
NGHE KÉM,DISEASESYMTOM
ĐAU ÂM Ỉ,DISEASESYMTOM
RUNG LẮC,DISEASESYMTOM
LIỆT MẶT,DISEASESYMTOM
ÓI MỬA,DISEASESYMTOM
NHANH,DISEASESYMTOM
THOÁT VỊ,DISEASESYMTOM
KHÓC,DISEASESYMTOM
MẤT THĂNG BẰNG,DISEASESYMTOM
NHỎ,DISEASESYMTOM
ĐA NANG BUỒNG TRỨNG,DISEASESYMTOM
MỆT XỈU,DISEASESYMTOM
KHÓ TẬP TRUNG LÀM VIỆC,DISEASESYMTOM
NHÌN ĐÔI,DISEASESYMTOM
MẤT CẢM GIÁC,DISEASESYMTOM
MỎI GỐI,DISEASESYMTOM
LOẠN NHỊP,DISEASESYMTOM
NÓI NGỌNG,DISEASESYMTOM
HƠI THỞ NÔNG,DISEASESYMTOM
VIÊM HANG VỊ,DISEASESYMTOM
THAY ĐỔI TÍNH KHÍ,DISEASESYMTOM
ĐAU TỨC,DISEASESYMTOM
PHÙ CHI,DISEASESYMTOM
HỘI CHỨNG ỐNG,DISEASESYMTOM
MỀ ĐAY NGỨA,DISEASESYMTOM
CHOÁNG VÁNG,DISEASESYMTOM
UNG THƯ BÀNG QUANG,DISEASESYMTOM
LƯỜI VẬN ĐỘNG,DISEASESYMTOM
KHÓC LÓC,DISEASESYMTOM
YẾU CHÂN TÓC,DISEASESYMTOM
TIỀN SỬ SỐC,DISEASESYMTOM
GẦY GÒ,DISEASESYMTOM
BỆNH BAN ĐÀO,DISEASESYMTOM
RỐI LOẠN VẬN ĐỘNG TỬ,DISEASESYMTOM
CÓ VẢY,DISEASESYMTOM
HỘI CHỨNG BUỒNG TRỨNG ĐA NANG,DISEASESYMTOM
ỨC ĐẦU,DISEASESYMTOM
CHOÁNG NGẤT,DISEASESYMTOM
THÂM,DISEASESYMTOM
CHẬM,DISEASESYMTOM
RỐI LOẠN THẦN KINH THỰC VẬT,DISEASESYMTOM
BỊ SƯNG,DISEASESYMTOM
NẤM DA ĐẦU,DISEASESYMTOM
RỤNG TÓC,DISEASESYMTOM
VẾT SƯNG ĐỎ,DISEASESYMTOM
SẸO LỒI,DISEASESYMTOM
VIÊM ỐNG ĐÁI,DISEASESYMTOM
ĐỎ NG,DISEASESYMTOM
HỘI CHỨNG ĐÔNG,DISEASESYMTOM
KINH NGUYỆT,DISEASESYMTOM
DA KHÔ,DISEASESYMTOM
UỐN,DISEASESYMTOM
CHÂM CHÍCH,DISEASESYMTOM
DỊ CẢM,DISEASESYMTOM
UNG THƯ GAN,DISEASESYMTOM
NỔI NGỨA MỀ ĐAY,DISEASESYMTOM
VI NẤM,DISEASESYMTOM
RỐI LOẠN TÌNH DỤC,DISEASESYMTOM
PHÙ TOÀN,DISEASESYMTOM
BỘI NHIỄM PHỔI,DISEASESYMTOM
SUY YẾU CÁC CƠ,DISEASESYMTOM
HỘI CHỨNG NGƯNG THỞ,DISEASESYMTOM
NHẠY CẢM,DISEASESYMTOM
TẮC MẠCH PHỔI,DISEASESYMTOM
BỆNH NỀN VẢY NẾN,DISEASESYMTOM
SUY DINH DƯỠNG,DISEASESYMTOM
ĐAU RĂNG,DISEASESYMTOM
CHẤN ĐỘNG,DISEASESYMTOM
RONG KINH,DISEASESYMTOM
CẢM GIÁC MUỐN NGÃ,DISEASESYMTOM
ĐẬU MÙA,DISEASESYMTOM
HỘI CHỨNG ÁO CHOÀNG TRẮNG,DISEASESYMTOM
TRÀN DỊCH,DISEASESYMTOM
MẤT CẢM XÚC,DISEASESYMTOM
MỤN NGỨA,DISEASESYMTOM
KHÁNG THUỐC,DISEASESYMTOM
DỊ ỨNG MẮT,DISEASESYMTOM
RỐI LOẠN THĂNG BẰNG,DISEASESYMTOM
NHIỄM KHUẨN LOA,DISEASESYMTOM
DỊ ỨNG DA NI,DISEASESYMTOM
TIỂU GẮT,DISEASESYMTOM
LIỆT VẬN ĐỘNG,DISEASESYMTOM
HẸP ĐỘNG MẠCH VÀNH,DISEASESYMTOM
VẾT BẦM,DISEASESYMTOM
RỤNG NHIỀU TÓC,DISEASESYMTOM
TRIỆU CHỨNG MÊ SẢNG,DISEASESYMTOM
ÊM LOÉT,DISEASESYMTOM
ỬNG ĐỎ,DISEASESYMTOM
CÁU BẲN,DISEASESYMTOM
SINH NON,DISEASESYMTOM
NỔI MÀY ĐAY MẨN NGỨA,DISEASESYMTOM
SUY GIẢM THÍNH LỰC,DISEASESYMTOM
TỔN THƯƠNG GAN,DISEASESYMTOM
PHƠI NHIỄM,DISEASESYMTOM
NHỊP TIM KHÔNG ỔN ĐỊNH,DISEASESYMTOM
SIÊU VI C,DISEASESYMTOM
ẦY XƯỚC,DISEASESYMTOM
NHIỄM TRÙNG PHỔI,DISEASESYMTOM
LƠ MƠ,DISEASESYMTOM
HERPES,DISEASESYMTOM
GIANG MAI,DISEASESYMTOM
RỐI LOẠN NHẬN THỨC,DISEASESYMTOM
HẸP EO,DISEASESYMTOM
ĐẠI DỊCH,DISEASESYMTOM
SƯNG NỀ,DISEASESYMTOM
LUPUS BAN ĐỎ,DISEASESYMTOM
NỔI MẦN ĐỎ,DISEASESYMTOM
RỐI LOẠN TIÊU HOÁ,DISEASESYMTOM
BÌNH GIÁP,DISEASESYMTOM
THUYÊN TẮC PHỔI,DISEASESYMTOM
THOÁT VỊ HẠNH NHÂN,DISEASESYMTOM
Ứ NƯỚC,DISEASESYMTOM
ỤC U,DISEASESYMTOM
TÊ LƯỠI,DISEASESYMTOM
TEO CƠ,DISEASESYMTOM
YẾU CƠ,DISEASESYMTOM
SƯNG BỤP MẮT,DISEASESYMTOM
ĐA KINH,DISEASESYMTOM
BỦN RỦN,DISEASESYMTOM
NGOẠI BAN,DISEASESYMTOM
Ị DẠNG ĐỘNG - TĨNH MẠCH,DISEASESYMTOM
DỊ NGUYÊN,DISEASESYMTOM
TRÀO NGƯỢC THỰC QUẢN,DISEASESYMTOM
NÓI KHÓ - KHÓ DIỄN ĐẠT,DISEASESYMTOM
SẦN SÙI,DISEASESYMTOM
SUY BUỒNG TRỨNG,DISEASESYMTOM
HỘI CHỨNG THỪA ACID,DISEASESYMTOM
ÊM PHỔI,DISEASESYMTOM
LO LẮNG,DISEASESYMTOM
ĐẠI TIỆN,ORGAN
NHỊP ĐẬP HỤT,DISEASESYMTOM
SƯNG PHỒNG 2,DISEASESYMTOM
RA HUYẾT,DISEASESYMTOM
NẶNG BỤNG,DISEASESYMTOM
THOÁI HÓA TIỂU NÃO,DISEASESYMTOM
VIÊM SỤN SƯỜN,DISEASESYMTOM
SỐC PHẢN VỆ,DISEASESYMTOM
TIÊU CHẨY,DISEASESYMTOM
VIÊM GIÁC MẠC,DISEASESYMTOM
CỒN CÀO,DISEASESYMTOM
TĂNG NHÃN ÁP,DISEASESYMTOM
TẮC NGHẼN HÔ HẤP,DISEASESYMTOM
NHỨC MẮT,DISEASESYMTOM
BỆNH VÔI,DISEASESYMTOM
NƯỚC MÙI HÔI,DISEASESYMTOM
VIÊM TỦY,DISEASESYMTOM
ÊM MŨI,DISEASESYMTOM
CẢM GIÁC CỒN CÀO,DISEASESYMTOM
SẠM,DISEASESYMTOM
HỆ THỐNG TIỀN ĐÌNH,DISEASESYMTOM
BỰC BỘI,DISEASESYMTOM
CĂNG,DISEASESYMTOM
SÔI BỤNG,DISEASESYMTOM
HO SẶC,DISEASESYMTOM
GIẢM CHỨC NĂNG VỊ GIÁC,DISEASESYMTOM
NHIỄM TRÙNG HÔ HẤP,DISEASESYMTOM
THỞ HỤT HƠI,DISEASESYMTOM
THOÁI HÓA,DISEASESYMTOM
TẮC MẠCH,DISEASESYMTOM
VIÊM CẦU THẬN,DISEASESYMTOM
BĂNG HUYẾT,DISEASESYMTOM
ỚN LẠNH,DISEASESYMTOM
HẸP,DISEASESYMTOM
VÔ KINH,DISEASESYMTOM
BỆNH SỞI,DISEASESYMTOM
TĂNG MỠ BỤNG,DISEASESYMTOM
38°C,DISEASESYMTOM
NẤM PHỔI,DISEASESYMTOM
ÁP XE PHỔI,DISEASESYMTOM
GAI ĐÔI CỘT SỐNG,DISEASESYMTOM
MỤN,DISEASESYMTOM
NGỨA RAN,DISEASESYMTOM
RỐI LOẠN ĐÔNG,DISEASESYMTOM
QUAN HỆ,DISEASESYMTOM
TÊ ĐẦU,DISEASESYMTOM
PHÁT BAN THOÁNG QUA,DISEASESYMTOM
RỐI LOẠN CHUYỂN HÓA LIPID,DISEASESYMTOM
MẶT TÁI NHỢT,DISEASESYMTOM
TRÒNG TRẮNG MẮT,ORGAN
PHÌNH GIÁP ĐA HẠT,DISEASESYMTOM
CƯỜNG GIAO CẢM,DISEASESYMTOM
NÃO,ORGAN
XÂY XẨM,DISEASESYMTOM
CÓ MÙI HÔI,DISEASESYMTOM
GIẢ,DISEASESYMTOM
GIẬT MÌNH,DISEASESYMTOM
ÁP XE TRONG,DISEASESYMTOM
VIÊM DA DẦU TIẾT BÃ,DISEASESYMTOM
HỒI HỘP,DISEASESYMTOM
ĐẬP NHANH,DISEASESYMTOM
SƯƠNG MÙ NÃO,DISEASESYMTOM
GÀU CÓ MÀU VÀNG,DISEASESYMTOM
RA MÁU,DISEASESYMTOM
HẠ MEN GAN,DISEASESYMTOM
HO NHIỀU,DISEASESYMTOM
TẮC PHỔI NGHẼN,DISEASESYMTOM
RỐI LOẠN DA,DISEASESYMTOM
ĐẬP KHÔNG ĐỀU,DISEASESYMTOM
DỄ BỊ NGỨA,DISEASESYMTOM
DA DỊ ỨNG,DISEASESYMTOM
NGỨA DỊ ỨNG,DISEASESYMTOM
HÔI,DISEASESYMTOM
BIẾN ĐỔI,DISEASESYMTOM
HO RA MÁU,DISEASESYMTOM
CO THẮT,DISEASESYMTOM
MẮT MỜ,DISEASESYMTOM
GIẢM THỂ TÍCH MÁU,DISEASESYMTOM
DỄ XÚC ĐỘNG,DISEASESYMTOM
CO CỨNG CƠ,DISEASESYMTOM
TẮC VÒI TỬ CUNG,DISEASESYMTOM
ẾT ÁP,DISEASESYMTOM
ĐAU BU,DISEASESYMTOM
HO ĐỜM,DISEASESYMTOM
MỤN BÃ ĐẬU,DISEASESYMTOM
TIẾNG RÍT,DISEASESYMTOM
LIÊN CẦU KHUẨN,DISEASESYMTOM
NẰM NGHIÊNG,DISEASESYMTOM
HẠCH CỨNG,DISEASESYMTOM
VÔ SINH,DISEASESYMTOM
CẢM GIÁC NGỨA,DISEASESYMTOM
TẮC NGHẼN NGỰC,DISEASESYMTOM
NHIỄM NẤM DA,DISEASESYMTOM
MẤT MÙI,DISEASESYMTOM
RÉT RUN,DISEASESYMTOM
NẤM LƯỠI,DISEASESYMTOM
BỆNH MIỄN DỊCH,DISEASESYMTOM
MẤT LÁCH,DISEASESYMTOM
CỨNG LƯỠI,DISEASESYMTOM
VẾT ĐỐT,DISEASESYMTOM
SỐT NÓNG LẠNH,DISEASESYMTOM
HẸP VAN HAI LÁ,DISEASESYMTOM
KHÁT NƯỚC,DISEASESYMTOM
CAY NHỨC,DISEASESYMTOM
THÂM TÍM,DISEASESYMTOM
MẤT VỊ,DISEASESYMTOM
QUÁNG GÀ,DISEASESYMTOM
LẠNH RUN,DISEASESYMTOM
BỆNH ĐA XƠ CỨNG,DISEASESYMTOM
XƠ VỮA MẠCH MÁU,DISEASESYMTOM
LIỆT NỬA MẶT,DISEASESYMTOM
RỐI LOẠN CÂN BẰNG GIẤC NGỦ,DISEASESYMTOM
TẮC NGHẼN DỊCH,DISEASESYMTOM
UNG THƯ PHỔI,DISEASESYMTOM
HUYẾT,ORGAN
MÃN KINH,DISEASESYMTOM
BỆNH RỖNG TỦY,DISEASESYMTOM
SƯNG MẶT,DISEASESYMTOM
LIỆT RUỘT,DISEASESYMTOM
BỎNG RÁT,DISEASESYMTOM
THOÁI HOÁ KHỚP GỐI,DISEASESYMTOM
RUBELLA,DISEASESYMTOM
QUAN HỆ TÌNH DỤC,DISEASESYMTOM
SUY VAN TĨNH MẠCH,DISEASESYMTOM
RÚT LÕM LỒNG NGỰC,DISEASESYMTOM
KHÔNG HỒNG HÀO,DISEASESYMTOM
PHẬP PHỒNG,DISEASESYMTOM
VIÊM XƯỚC,DISEASESYMTOM
SÂU RĂNG,DISEASESYMTOM
CƠ ĐỊA,ORGAN
MÙ MÀU,DISEASESYMTOM
ĐỨT DÂY CHẰNG,DISEASESYMTOM
RỐI LOẠN VỀ CẢM XÚC,DISEASESYMTOM
HẸP CỘT SỐNG,DISEASESYMTOM
VIÊM PHẾ CẦU,DISEASESYMTOM
SUY GIẢM VẬN ĐỘNG,DISEASESYMTOM
TỐI SẦM MẶT,DISEASESYMTOM
BỊ BỆNH HỞ,DISEASESYMTOM
PHÙ TRẮNG MỀM ẤN LÕM,DISEASESYMTOM
KHÔNG THẤY RÕ,DISEASESYMTOM
HÔN MÊ,DISEASESYMTOM
PHÙ CỨNG,DISEASESYMTOM
PHÙ NỀ 2,DISEASESYMTOM
RỐI LOẠN CƯƠNG DƯƠNG,DISEASESYMTOM
TÍM NGẮT,DISEASESYMTOM
ẾN CHỨNG,DISEASESYMTOM
KHÔNG NHANH NHẸN,DISEASESYMTOM
MÁU,ORGAN
LYMPHOMA,DISEASESYMTOM
NGỪNG TIM,DISEASESYMTOM
TRIỆU CHỨNG DA XANH TÍM,DISEASESYMTOM
RỐI LOẠN CHUYỂN HÓA LIPIT MÁU,DISEASESYMTOM
TẮC NGH,DISEASESYMTOM
BỆNH GIÃN TĨNH MẠCH,DISEASESYMTOM
RỐI LOẠN HUYẾT ĐỘNG,DISEASESYMTOM
KHỚP,ORGAN
ĂN NGỦ KÉM,DISEASESYMTOM
THỊ LỰC SUY GIẢM,DISEASESYMTOM
CƠ ĐỊA,ORGAN
TỔN THƯƠNG THỊ LỰC,DISEASESYMTOM
TAY,ORGAN
BỆNH TAN MÁU,DISEASESYMTOM
SẢY THAI,DISEASESYMTOM
SUY GIẢM CHỨC NĂNG GAN,DISEASESYMTOM
THAY ĐỔI GIỌNG NÓI,DISEASESYMTOM
DA TÁI XANH,DISEASESYMTOM
THOÁNG QUÊN,DISEASESYMTOM
SUY TUYẾN GIÁP,DISEASESYMTOM
VÔ NIỆU,DISEASESYMTOM
TẾ BÀO UNG THƯ,DISEASESYMTOM
ỒI MÁU XUẤT HUYẾT NÃO,DISEASESYMTOM
CHẬM CHẠP,DISEASESYMTOM
BỆNH CŨ,DISEASESYMTOM
39OC,DISEASESYMTOM
VẾT BẦM TÍM,DISEASESYMTOM
THOÁNG ĐIẾC,DISEASESYMTOM
ĐAU TIM,DISEASESYMTOM
SUY KIỆT,DISEASESYMTOM
HẸP HỞ VAN 2 LÁ,DISEASESYMTOM
RÂM RAN,DISEASESYMTOM
TĂNG TIẾT MỒ HÔI,DISEASESYMTOM
MỎI NGƯỜI,DISEASESYMTOM
ĐAU SƯNG,DISEASESYMTOM
CHẬM KINH,DISEASESYMTOM
TỤ MÁU DƯỚI MÀNG CỨNG,DISEASESYMTOM
MẮC BỆNH HÔ HẤP,DISEASESYMTOM
ĐỤC NHÂN,DISEASESYMTOM
MẶT DỮ DỘI,DISEASESYMTOM
KHÓ CỬ ĐỘNG NGÓN CHÂN,DISEASESYMTOM
VIÊM MÀNG NÃO,DISEASESYMTOM
KÍCH ỨNG DA,DISEASESYMTOM
THAY ĐỔI TÂM TRẠNG,DISEASESYMTOM
BÍ TIỂU,DISEASESYMTOM
KHÍ HƯ CÓ MÙI,DISEASESYMTOM
TOÁT MỒ HÔI,DISEASESYMTOM
VIÊM GAN A,DISEASESYMTOM
MẤT MÁU,DISEASESYMTOM
KHÓ XÌ HƠI,DISEASESYMTOM
HOẢNG LOẠN,DISEASESYMTOM
CHẢY DÃI,DISEASESYMTOM
DỊ DẠNG,DISEASESYMTOM
TỤT TIỂU CẦU,DISEASESYMTOM
THAY ĐỔI,DISEASESYMTOM
THỞ KHÓ,DISEASESYMTOM
